0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00038977,0.0028038
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3542e-06,3.6771e-06,0.0021713,0.0054623,0.012872,0.0056407,0.0039271,0.018531,0.028255,0.033921
0,0,0,0,0,0,0,0,0,0,0,0.00075197,0.0042562,0.00054605,0.0026549,0.00029784,0.0037047,0.00048538,0.020908,0.0003291,0.020378,0.022872,0.037611,0.018983,0.012892,0.043818,0.06338,0.071933
0,0,0,0.00034197,0.0044438,0,0.0076998,0.0016712,0.0035135,0.002778,0.015582,0.012546,0.042599,0.0022927,0.010073,0.0016988,0.012732,0.0043721,0.046811,0.0023294,0.048589,0.052787,0.071843,0.038639,0.026363,0.073336,0.10812,0.1214
0.0009303,0.0035447,0.00010112,0.0059017,0.027222,0.00021143,0.023934,0.0078543,0.0081631,0.0057767,0.036795,0.025258,0.070874,0.0069037,0.02464,0.0048391,0.030568,0.010485,0.0832,0.0058264,0.096638,0.075246,0.11528,0.064099,0.038034,0.10251,0.16512,0.17958
0.0029932,0.010042,0.0010995,0.012241,0.056293,0.0021051,0.045519,0.017203,0.015547,0.014366,0.05382,0.044815,0.1006,0.015065,0.048242,0.0082091,0.058729,0.013982,0.12527,0.010175,0.15217,0.10112,0.17022,0.089784,0.069657,0.13785,0.23475,0.24785
0.0070049,0.025646,0.0027836,0.020583,0.091008,0.0057436,0.05951,0.027069,0.022581,0.027659,0.066743,0.067111,0.13379,0.030176,0.074923,0.014637,0.099441,0.018222,0.17475,0.015861,0.20228,0.13393,0.2327,0.11584,0.10309,0.17146,0.30684,0.31646
0.013063,0.035627,0.0052031,0.032096,0.13357,0.0097627,0.093746,0.037396,0.034533,0.039089,0.11236,0.096814,0.1757,0.0596,0.11901,0.022811,0.14411,0.022112,0.22647,0.02193,0.24129,0.17884,0.29744,0.1398,0.12932,0.20865,0.37608,0.37994
0.021395,0.050485,0.0083121,0.041941,0.18021,0.014651,0.11745,0.047332,0.050317,0.050977,0.14478,0.14502,0.21032,0.11331,0.17019,0.030535,0.19112,0.029413,0.30248,0.030343,0.2625,0.19158,0.35963,0.18303,0.14985,0.23211,0.43705,0.44221
