1,1,0
1,1,0.010417
1,1,0.020833
1,1,0.03125
1,1,0.041667
1,1,0.052083
1,1,0.0625
1,1,0.072917
1,1,0.083333
1,1,0.09375
1,1,0.10417
1,1,0.11458
1,1,0.125
1,1,0.13542
1,1,0.14583
1,1,0.15625
1,1,0.16667
1,1,0.17708
1,1,0.1875
1,1,0.19792
1,1,0.20833
1,1,0.21875
1,1,0.22917
1,1,0.23958
1,1,0.25
1,1,0.26042
1,1,0.27083
1,1,0.28125
1,1,0.29167
1,1,0.30208
1,1,0.3125
1,1,0.32292
1,1,0.33333
1,1,0.34375
1,1,0.35417
1,1,0.36458
1,1,0.375
1,1,0.38542
1,1,0.39583
1,1,0.40625
1,1,0.41667
1,1,0.42708
1,1,0.4375
1,1,0.44792
1,1,0.45833
1,1,0.46875
1,1,0.47917
1,1,0.48958
1,1,0.5
1,1,0.51042
1,1,0.52083
1,1,0.53125
1,1,0.54167
1,1,0.55208
1,1,0.5625
1,1,0.57292
1,1,0.58333
1,1,0.59375
1,1,0.60417
1,1,0.61458
1,1,0.625
1,1,0.63542
1,1,0.64583
1,1,0.65625
1,1,0.66667
1,1,0.67708
1,1,0.6875
1,1,0.69792
1,1,0.70833
1,1,0.71875
1,1,0.72917
1,1,0.73958
1,1,0.75
1,1,0.76042
1,1,0.77083
1,1,0.78125
1,1,0.79167
1,1,0.80208
1,1,0.8125
1,1,0.82292
1,1,0.83333
1,1,0.84375
1,1,0.85417
1,1,0.86458
1,1,0.875
1,1,0.88542
1,1,0.89583
1,1,0.90625
1,1,0.91667
1,1,0.92708
1,1,0.9375
1,1,0.94792
1,1,0.95833
1,1,0.96875
1,1,0.97917
1,1,0.98958
2,1,0
2,1,0.010417
2,1,0.020833
2,1,0.03125
2,1,0.041667
2,1,0.052083
2,1,0.0625
2,1,0.072917
2,1,0.083333
2,1,0.09375
2,1,0.10417
2,1,0.11458
2,1,0.125
2,1,0.13542
2,1,0.14583
2,1,0.15625
2,1,0.16667
2,1,0.17708
2,1,0.1875
2,1,0.19792
2,1,0.20833
2,1,0.21875
2,1,0.22917
2,1,0.23958
2,1,0.25
2,1,0.26042
2,1,0.27083
2,1,0.28125
2,1,0.29167
2,1,0.30208
2,1,0.3125
2,1,0.32292
2,1,0.33333
2,1,0.34375
2,1,0.35417
2,1,0.36458
2,1,0.375
2,1,0.38542
2,1,0.39583
2,1,0.40625
2,1,0.41667
2,1,0.42708
2,1,0.4375
2,1,0.44792
2,1,0.45833
2,1,0.46875
2,1,0.47917
2,1,0.48958
2,1,0.5
2,1,0.51042
2,1,0.52083
2,1,0.53125
2,1,0.54167
2,1,0.55208
2,1,0.5625
2,1,0.57292
2,1,0.58333
2,1,0.59375
2,1,0.60417
2,1,0.61458
2,1,0.625
2,1,0.63542
2,1,0.64583
2,1,0.65625
2,1,0.66667
2,1,0.67708
2,1,0.6875
2,1,0.69792
2,1,0.70833
2,1,0.71875
2,1,0.72917
2,1,0.73958
2,1,0.75
2,1,0.76042
2,1,0.77083
2,1,0.78125
2,1,0.79167
2,1,0.80208
2,1,0.8125
2,1,0.82292
2,1,0.83333
2,1,0.84375
2,1,0.85417
2,1,0.86458
2,1,0.875
2,1,0.88542
2,1,0.89583
2,1,0.90625
2,1,0.91667
2,1,0.92708
2,1,0.9375
2,1,0.94792
2,1,0.95833
2,1,0.96875
2,1,0.97917
2,1,0.98958
3,1,0
3,1,0.010417
3,1,0.020833
3,1,0.03125
3,1,0.041667
3,1,0.052083
3,1,0.0625
3,1,0.072917
3,1,0.083333
3,1,0.09375
3,1,0.10417
3,1,0.11458
3,1,0.125
3,1,0.13542
3,1,0.14583
3,1,0.15625
3,1,0.16667
3,1,0.17708
3,1,0.1875
3,1,0.19792
3,1,0.20833
3,1,0.21875
3,1,0.22917
3,1,0.23958
3,1,0.25
3,1,0.26042
3,1,0.27083
3,1,0.28125
3,1,0.29167
3,1,0.30208
3,1,0.3125
3,1,0.32292
3,1,0.33333
3,1,0.34375
3,1,0.35417
3,1,0.36458
3,1,0.375
3,1,0.38542
3,1,0.39583
3,1,0.40625
3,1,0.41667
3,1,0.42708
3,1,0.4375
3,1,0.44792
3,1,0.45833
3,1,0.46875
3,1,0.47917
3,1,0.48958
3,1,0.5
3,1,0.51042
3,1,0.52083
3,1,0.53125
3,1,0.54167
3,1,0.55208
3,1,0.5625
3,1,0.57292
3,1,0.58333
3,1,0.59375
3,1,0.60417
3,1,0.61458
3,1,0.625
3,1,0.63542
3,1,0.64583
3,1,0.65625
3,1,0.66667
3,1,0.67708
3,1,0.6875
3,1,0.69792
3,1,0.70833
3,1,0.71875
3,1,0.72917
3,1,0.73958
3,1,0.75
3,1,0.76042
3,1,0.77083
3,1,0.78125
3,1,0.79167
3,1,0.80208
3,1,0.8125
3,1,0.82292
3,1,0.83333
3,1,0.84375
3,1,0.85417
3,1,0.86458
3,1,0.875
3,1,0.88542
3,1,0.89583
3,1,0.90625
3,1,0.91667
3,1,0.92708
3,1,0.9375
3,1,0.94792
3,1,0.95833
3,1,0.96875
3,1,0.97917
3,1,0.98958
4,1,0
4,1,0.010417
4,1,0.020833
4,1,0.03125
4,1,0.041667
4,1,0.052083
4,1,0.0625
4,1,0.072917
4,1,0.083333
4,1,0.09375
4,1,0.10417
4,1,0.11458
4,1,0.125
4,1,0.13542
4,1,0.14583
4,1,0.15625
4,1,0.16667
4,1,0.17708
4,1,0.1875
4,1,0.19792
4,1,0.20833
4,1,0.21875
4,1,0.22917
4,1,0.23958
4,1,0.25
4,1,0.26042
4,1,0.27083
4,1,0.28125
4,1,0.29167
4,1,0.30208
4,1,0.3125
4,1,0.32292
4,1,0.33333
4,1,0.34375
4,1,0.35417
4,1,0.36458
4,1,0.375
4,1,0.38542
4,1,0.39583
4,1,0.40625
4,1,0.41667
4,1,0.42708
4,1,0.4375
4,1,0.44792
4,1,0.45833
4,1,0.46875
4,1,0.47917
4,1,0.48958
4,1,0.5
4,1,0.51042
4,1,0.52083
4,1,0.53125
4,1,0.54167
4,1,0.55208
4,1,0.5625
4,1,0.57292
4,1,0.58333
4,1,0.59375
4,1,0.60417
4,1,0.61458
4,1,0.625
4,1,0.63542
4,1,0.64583
4,1,0.65625
4,1,0.66667
4,1,0.67708
4,1,0.6875
4,1,0.69792
4,1,0.70833
4,1,0.71875
4,1,0.72917
4,1,0.73958
4,1,0.75
4,1,0.76042
4,1,0.77083
4,1,0.78125
4,1,0.79167
4,1,0.80208
4,1,0.8125
4,1,0.82292
4,1,0.83333
4,1,0.84375
4,1,0.85417
4,1,0.86458
4,1,0.875
4,1,0.88542
4,1,0.89583
4,1,0.90625
4,1,0.91667
4,1,0.92708
4,1,0.9375
4,1,0.94792
4,1,0.95833
4,1,0.96875
4,1,0.97917
4,1,0.98958
5,1,0
5,1,0.010417
5,1,0.020833
5,1,0.03125
5,1,0.041667
5,1,0.052083
5,1,0.0625
5,1,0.072917
5,1,0.083333
5,1,0.09375
5,1,0.10417
5,1,0.11458
5,1,0.125
5,1,0.13542
5,1,0.14583
5,1,0.15625
5,1,0.16667
5,1,0.17708
5,1,0.1875
5,1,0.19792
5,1,0.20833
5,1,0.21875
5,1,0.22917
5,1,0.23958
5,1,0.25
5,1,0.26042
5,1,0.27083
5,1,0.28125
5,1,0.29167
5,1,0.30208
5,1,0.3125
5,1,0.32292
5,1,0.33333
5,1,0.34375
5,1,0.35417
5,1,0.36458
5,1,0.375
5,1,0.38542
5,1,0.39583
5,1,0.40625
5,1,0.41667
5,1,0.42708
5,1,0.4375
5,1,0.44792
5,1,0.45833
5,1,0.46875
5,1,0.47917
5,1,0.48958
5,1,0.5
5,1,0.51042
5,1,0.52083
5,1,0.53125
5,1,0.54167
5,1,0.55208
5,1,0.5625
5,1,0.57292
5,1,0.58333
5,1,0.59375
5,1,0.60417
5,1,0.61458
5,1,0.625
5,1,0.63542
5,1,0.64583
5,1,0.65625
5,1,0.66667
5,1,0.67708
5,1,0.6875
5,1,0.69792
5,1,0.70833
5,1,0.71875
5,1,0.72917
5,1,0.73958
5,1,0.75
5,1,0.76042
5,1,0.77083
5,1,0.78125
5,1,0.79167
5,1,0.80208
5,1,0.8125
5,1,0.82292
5,1,0.83333
5,1,0.84375
5,1,0.85417
5,1,0.86458
5,1,0.875
5,1,0.88542
5,1,0.89583
5,1,0.90625
5,1,0.91667
5,1,0.92708
5,1,0.9375
5,1,0.94792
5,1,0.95833
5,1,0.96875
5,1,0.97917
5,1,0.98958
6,1,0
6,1,0.010417
6,1,0.020833
6,1,0.03125
6,1,0.041667
6,1,0.052083
6,1,0.0625
6,1,0.072917
6,1,0.083333
6,1,0.09375
6,1,0.10417
6,1,0.11458
6,1,0.125
6,1,0.13542
6,1,0.14583
6,1,0.15625
6,1,0.16667
6,1,0.17708
6,1,0.1875
6,1,0.19792
6,1,0.20833
6,1,0.21875
6,1,0.22917
6,1,0.23958
6,1,0.25
6,1,0.26042
6,1,0.27083
6,1,0.28125
6,1,0.29167
6,1,0.30208
6,1,0.3125
6,1,0.32292
6,1,0.33333
6,1,0.34375
6,1,0.35417
6,1,0.36458
6,1,0.375
6,1,0.38542
6,1,0.39583
6,1,0.40625
6,1,0.41667
6,1,0.42708
6,1,0.4375
6,1,0.44792
6,1,0.45833
6,1,0.46875
6,1,0.47917
6,1,0.48958
6,1,0.5
6,1,0.51042
6,1,0.52083
6,1,0.53125
6,1,0.54167
6,1,0.55208
6,1,0.5625
6,1,0.57292
6,1,0.58333
6,1,0.59375
6,1,0.60417
6,1,0.61458
6,1,0.625
6,1,0.63542
6,1,0.64583
6,1,0.65625
6,1,0.66667
6,1,0.67708
6,1,0.6875
6,1,0.69792
6,1,0.70833
6,1,0.71875
6,1,0.72917
6,1,0.73958
6,1,0.75
6,1,0.76042
6,1,0.77083
6,1,0.78125
6,1,0.79167
6,1,0.80208
6,1,0.8125
6,1,0.82292
6,1,0.83333
6,1,0.84375
6,1,0.85417
6,1,0.86458
6,1,0.875
6,1,0.88542
6,1,0.89583
6,1,0.90625
6,1,0.91667
6,1,0.92708
6,1,0.9375
6,1,0.94792
6,1,0.95833
6,1,0.96875
6,1,0.97917
6,1,0.98958
7,1,0
7,1,0.010417
7,1,0.020833
7,1,0.03125
7,1,0.041667
7,1,0.052083
7,1,0.0625
7,1,0.072917
7,1,0.083333
7,1,0.09375
7,1,0.10417
7,1,0.11458
7,1,0.125
7,1,0.13542
7,1,0.14583
7,1,0.15625
7,1,0.16667
7,1,0.17708
7,1,0.1875
7,1,0.19792
7,1,0.20833
7,1,0.21875
7,1,0.22917
7,1,0.23958
7,1,0.25
7,1,0.26042
7,1,0.27083
7,1,0.28125
7,1,0.29167
7,1,0.30208
7,1,0.3125
7,1,0.32292
7,1,0.33333
7,1,0.34375
7,1,0.35417
7,1,0.36458
7,1,0.375
7,1,0.38542
7,1,0.39583
7,1,0.40625
7,1,0.41667
7,1,0.42708
7,1,0.4375
7,1,0.44792
7,1,0.45833
7,1,0.46875
7,1,0.47917
7,1,0.48958
7,1,0.5
7,1,0.51042
7,1,0.52083
7,1,0.53125
7,1,0.54167
7,1,0.55208
7,1,0.5625
7,1,0.57292
7,1,0.58333
7,1,0.59375
7,1,0.60417
7,1,0.61458
7,1,0.625
7,1,0.63542
7,1,0.64583
7,1,0.65625
7,1,0.66667
7,1,0.67708
7,1,0.6875
7,1,0.69792
7,1,0.70833
7,1,0.71875
7,1,0.72917
7,1,0.73958
7,1,0.75
7,1,0.76042
7,1,0.77083
7,1,0.78125
7,1,0.79167
7,1,0.80208
7,1,0.8125
7,1,0.82292
7,1,0.83333
7,1,0.84375
7,1,0.85417
7,1,0.86458
7,1,0.875
7,1,0.88542
7,1,0.89583
7,1,0.90625
7,1,0.91667
7,1,0.92708
7,1,0.9375
7,1,0.94792
7,1,0.95833
7,1,0.96875
7,1,0.97917
7,1,0.98958
8,1,0
8,1,0.010417
8,1,0.020833
8,1,0.03125
8,1,0.041667
8,1,0.052083
8,1,0.0625
8,1,0.072917
8,1,0.083333
8,1,0.09375
8,1,0.10417
8,1,0.11458
8,1,0.125
8,1,0.13542
8,1,0.14583
8,1,0.15625
8,1,0.16667
8,1,0.17708
8,1,0.1875
8,1,0.19792
8,1,0.20833
8,1,0.21875
8,1,0.22917
8,1,0.23958
8,1,0.25
8,1,0.26042
8,1,0.27083
8,1,0.28125
8,1,0.29167
8,1,0.30208
8,1,0.3125
8,1,0.32292
8,1,0.33333
8,1,0.34375
8,1,0.35417
8,1,0.36458
8,1,0.375
8,1,0.38542
8,1,0.39583
8,1,0.40625
8,1,0.41667
8,1,0.42708
8,1,0.4375
8,1,0.44792
8,1,0.45833
8,1,0.46875
8,1,0.47917
8,1,0.48958
8,1,0.5
8,1,0.51042
8,1,0.52083
8,1,0.53125
8,1,0.54167
8,1,0.55208
8,1,0.5625
8,1,0.57292
8,1,0.58333
8,1,0.59375
8,1,0.60417
8,1,0.61458
8,1,0.625
8,1,0.63542
8,1,0.64583
8,1,0.65625
8,1,0.66667
8,1,0.67708
8,1,0.6875
8,1,0.69792
8,1,0.70833
8,1,0.71875
8,1,0.72917
8,1,0.73958
8,1,0.75
8,1,0.76042
8,1,0.77083
8,1,0.78125
8,1,0.79167
8,1,0.80208
8,1,0.8125
8,1,0.82292
8,1,0.83333
